商店名稱,類別1,類別2,地址,lon,lat,POI類別
GABEECHAI咖比茶咖啡(北醫吳興店),美食佳餚,冰品店,,121.54060730261696,25.053751359574953,吃的
HAAGEN DAZ(台大店),美食佳餚,冰品店,,121.51886397324967,25.031421681663176,吃的
HAAGEN DAZS(西門店),美食佳餚,冰品店,,121.58173418378517,25.043632989955306,吃的
Haagen-Dazs,美食佳餚,冰品店,,121.50745020063569,25.04188276025215,吃的
HAAGENDAZS(台北101店),美食佳餚,冰品店,,121.55614773979558,25.02733198842926,吃的
HAAGENDAZS(大葉高島屋店),美食佳餚,冰品店,,121.5267598603661,25.022209905831122,吃的
HAAGENDAZS(微風店),美食佳餚,冰品店,,121.53259916872769,25.116991162558065,吃的
HAAGENDAZS(新光三越A11館),美食佳餚,冰品店,,121.53918434636752,25.045921508644827,吃的
HAAGENDAZS(新光三越天母店),美食佳餚,冰品店,,121.54687442343122,25.060129699719596,吃的
HAAGENDAZS(衣蝶店),美食佳餚,冰品店,,121.57428686562103,25.05045515178082,吃的
HUNNYHOMEY冰淇淋工房,美食佳餚,冰品店,,121.54488278286513,25.041902440183193,吃的
ICECORNER,美食佳餚,冰品店,,121.5646337464789,25.049002098944403,吃的
orange,美食佳餚,冰品店,,121.52084798910026,25.057543995854964,吃的
sugar,美食佳餚,冰品店,,121.54593282367149,25.029029119279556,吃的
TOP頂級義大利冰淇淋,美食佳餚,冰品店,,121.5428979361953,25.060103267050195,吃的
yogurtme 優格迷,美食佳餚,冰品店,,121.51755884307366,25.0851896138567,吃的
ㄉㄨㄞㄉㄨㄞ嫩仙草(龍江店),美食佳餚,冰品店,,121.55436850479929,25.03024385116705,吃的
三角埔仙草寧波店,美食佳餚,冰品店,,121.52441431482104,25.06459428985942,吃的
三角埔仙草後山埤店,美食佳餚,冰品店,,121.51050085180269,25.05426069500583,吃的
三角埔仙草永吉店,美食佳餚,冰品店,,121.53873270306293,25.034301945777614,吃的
三角埔仙草西門漢中店,美食佳餚,冰品店,,121.50528543810343,25.0426772170646,吃的
三阿姨冰淇淋,美食佳餚,冰品店,,121.52605681469959,25.11159413793649,吃的
低卡屋鮮果豆花,美食佳餚,冰品店,,121.55364280347996,25.04465373160284,吃的
冰國霸主果汁冰品店,美食佳餚,冰品店,,121.5261453724935,25.08886433212987,吃的
凍凍滾黑豆花,美食佳餚,冰品店,,121.52857849108845,25.064763750709574,吃的
刨冰(敦化北),美食佳餚,冰品店,,121.52452915418901,25.083966180037425,吃的
包心粉圓(饒河店),美食佳餚,冰品店,,121.50563411479074,25.046128440121148,吃的
北海道乳酪品專賣店(SOGO忠孝店),美食佳餚,冰品店,,121.50584331867564,25.04470252495406,吃的
北港一廠黑糖冰,美食佳餚,冰品店,,121.5281005282357,25.104559339353045,吃的
古早味豆花,美食佳餚,冰品店,,121.53182915197962,25.021015007894356,吃的
唐堤意大利冰淇淋,美食佳餚,冰品店,,121.50466672991377,25.045160513481417,吃的
嘰嘰喳喳,美食佳餚,冰品店,,121.55942964659708,25.0361897115316,吃的
回回米,美食佳餚,冰品店,,121.51581471110003,25.116911017897372,吃的
圓園傳統飲品,美食佳餚,冰品店,,121.56072909820845,25.06024422847296,吃的
土耳其冰淇淋,美食佳餚,冰品店,,121.5455045160019,25.03310005395593,吃的
城市愛玉,美食佳餚,冰品店,,121.5517508180065,25.034613997405604,吃的
夏祭,美食佳餚,冰品店,,121.58294519028982,25.04320090157419,吃的
大方冰果室,美食佳餚,冰品店,,121.55417180359791,25.04869181312045,吃的
大橋頭冰品專賣(內江店),美食佳餚,冰品店,,121.50071465417969,25.030611411755316,吃的
天母美食,美食佳餚,冰品店,,121.50585523841809,25.02880566072925,吃的
天然冰品之家,美食佳餚,冰品店,,121.55302153446436,25.03086508026687,吃的
天糖,美食佳餚,冰品店,,121.54103755170604,25.056008179231558,吃的
學姊冰店,美食佳餚,冰品店,,121.52452915418901,25.083966180037425,吃的
條紋橘子,美食佳餚,冰品店,,121.56390404986902,25.034026198692768,吃的
棒球冰淇淋(士林店),美食佳餚,冰品店,,121.55671197018751,25.082925903943377,吃的
楊記花生、玉米冰（昆明店,美食佳餚,冰品店,,121.50105489355852,25.032795296128807,吃的
榕樹下綿綿冰(西門店),美食佳餚,冰品店,,121.52875412464226,25.02403315735072,吃的
歐一熹,美食佳餚,冰品店,,121.5568768896222,25.03331504961415,吃的
正東12海里五角冰舖,美食佳餚,冰品店,,121.5257248551663,25.08842441522885,吃的
正東十二海浬五角冰沙,美食佳餚,冰品店,,121.51366989162113,25.045233823705573,吃的
水果冰,美食佳餚,冰品店,,121.51582302131406,25.046304317601535,吃的
水龜伯古早冰,美食佳餚,冰品店,,121.56294691142547,25.04824068413458,吃的
永康街芋頭大王,美食佳餚,冰品店,,121.52094161818115,25.05274399986449,吃的
法烹沙龍廚藝坊,美食佳餚,冰品店,,121.55384772295386,25.04473472589194,吃的
泡泡冰,美食佳餚,冰品店,,121.51877158527255,25.06003926484362,吃的
海洛冰,美食佳餚,冰品店,,121.57545117824263,25.050449824234068,吃的
涼水舖,美食佳餚,冰品店,,121.57575542331541,25.04337908290308,吃的
烽之屋冰果站,美食佳餚,冰品店,,121.55464987675155,25.032947322554698,吃的
甜莓雪花冰(總店),美食佳餚,冰品店,,121.55548571935809,25.04269432779261,吃的
登機門,美食佳餚,冰品店,,121.54827957258357,25.04348181766988,吃的
磚果沙,美食佳餚,冰品店,,121.5311067441059,25.040466850741435,吃的
糖太盅,美食佳餚,冰品店,,121.54361427418591,25.044549186871993,吃的
老張泡泡冰,美食佳餚,冰品店,,121.52635622052823,25.095596604081713,吃的
芋頭大王,美食佳餚,冰品店,,121.54364146960482,25.045073311024066,吃的
莫凡彼冰淇淋~台北101,美食佳餚,冰品店,,121.51867790371702,25.031821003230316,吃的
莫凡彼餐飲事業股份有限公司,美食佳餚,冰品店,,121.5914888043966,25.081542428987202,吃的
萬華仙草冰,美食佳餚,冰品店,,121.51617365504825,25.11644920495238,吃的
蘇媽媽冰店,美食佳餚,冰品店,,121.58217955790475,25.04420948159053,吃的
許留山,美食佳餚,冰品店,,121.59425369678196,25.050886182434642,吃的
辛發亭冰品,美食佳餚,冰品店,,121.57894715937714,25.080146377718044,吃的
野蠻人的冰窟,美食佳餚,冰品店,,121.52520636492325,25.05101854009452,吃的
銀座和幸站前店,美食佳餚,冰品店,,121.517057659167,25.047175930771427,吃的
鐵路鋪口,美食佳餚,冰品店,,121.54361427418591,25.044549186871993,吃的
開花屋,美食佳餚,冰品店,,121.49920414561423,25.03574721005564,吃的
阿嬤的黑砂糖剉冰,美食佳餚,冰品店,,121.50484182961623,25.04338525543918,吃的
阿滿姨芋圓地瓜圓,美食佳餚,冰品店,,121.53605495766061,25.049158020994614,吃的
雙連漢堡店,美食佳餚,冰品店,,121.54672248389383,25.08402388821428,吃的
雪在燒,美食佳餚,冰品店,,121.54842833613053,25.05796113864048,吃的
雷門豆花,美食佳餚,冰品店,,121.51349694601076,25.054331050847562,吃的
馬克吐司之果汁娃娃,美食佳餚,冰品店,,121.52512712591886,25.10894714529001,吃的
騷豆花,美食佳餚,冰品店,,121.55134857797117,25.04360479786538,吃的
鮮果球,美食佳餚,冰品店,,121.52112603711247,25.048371577387993,吃的
鮮果球,美食佳餚,冰品店,,121.52991211756064,25.032985855601382,吃的
鮮芋仙,美食佳餚,冰品店,,121.54436891802891,25.04464003569325,吃的
鮮芋仙,美食佳餚,冰品店,,121.61536118481925,25.051882802658355,吃的
鮮芋仙,美食佳餚,冰品店,,121.50574752104346,25.04443059064348,吃的
鮮芋仙,美食佳餚,冰品店,,121.57284934956114,25.04114668588208,吃的
鮮芋仙,美食佳餚,冰品店,,121.5491449680107,25.030790527386415,吃的
鮮芋仙內湖成功店,美食佳餚,冰品店,,121.55328517789884,25.039797525538233,吃的
鮮芋仙北投石牌店,美食佳餚,冰品店,,121.56609450651175,25.05879199994125,吃的
鮮芋仙南港後山埤,美食佳餚,冰品店,,121.55285209193335,25.040113810676793,吃的
鮮芋仙南港昆陽店,美食佳餚,冰品店,,121.54486376476673,25.045160802168436,吃的
鮮芋仙台北內湖店,美食佳餚,冰品店,,121.52503971919329,25.051249525719342,吃的
鮮芋仙台北林森北,美食佳餚,冰品店,,121.54762439076477,25.041757580615332,吃的
鮮芋仙台北車站店,美食佳餚,冰品店,,121.5081059698161,25.04337039061603,吃的
鮮芋仙台北通化店,美食佳餚,冰品店,,121.56728010780411,25.036073362413028,吃的
鮮芋仙台北龍江店,美食佳餚,冰品店,,121.50777994173372,25.04517145556874,吃的
鮮芋仙萬華龍山店,美食佳餚,冰品店,,121.55413771091645,25.030567429310928,吃的
鴉片粉圓(昆明店),美食佳餚,冰品店,,121.52918148937408,25.023885236905464,吃的
黑丸嫩仙草,美食佳餚,冰品店,,121.52445932695301,25.064210781379664,吃的
黑丸嫩仙草,美食佳餚,冰品店,,121.54669845248392,25.079731587488357,吃的
雙聖冰淇淋餐廳,美食佳餚,冰品店,,121.52936828682893,25.02410747573448,吃的
冰公子冰品店,美食佳餚,冰品店,,121.53664434000584,25.010805784221226,吃的
樂群商行,美食佳餚,冰品店,,121.55764260742117,25.04770235991115,吃的
艾斯分子冰淇淋有限公司,美食佳餚,冰品店,,121.55356037845708,25.03098644293089,吃的
象牙紅冰肊,美食佳餚,冰品店,,121.55297328217746,25.0309943793047,吃的
優優冰 Sweet Spoon,美食佳餚,冰品店,,121.54506310548594,25.02583419324733,吃的
政江號,美食佳餚,冰品店,,121.53987392265611,25.02697410330521,吃的
壹參玖伍股份有限公司,美食佳餚,冰品店,,121.54430457172064,25.02847225304007,吃的
給冷鴿工作室,美食佳餚,冰品店,,121.52243327761487,25.023697360322767,吃的
便所主題餐廳(台北西門町店),美食佳餚,冰品店,,121.5245690405597,25.043337922362923,吃的
俐君餐飲企業商行,美食佳餚,冰品店,,121.53970745634287,25.026790778518187,吃的
優勢麥肯,美食佳餚,冰品店,,121.61238319815523,25.067738650296445,吃的
優果迷,美食佳餚,冰品店,,121.5626341061575,25.050177075095853,吃的
六順豆花,美食佳餚,冰品店,,121.55384772295386,25.04473472589194,吃的
冰冰蒟蒻（白冰冰）,美食佳餚,冰品店,,121.59146370545359,25.08188715383608,吃的
冰冰蒟蒻（白冰冰）,美食佳餚,冰品店,,121.59173453676743,25.039077237996885,吃的
冰冰蒟蒻（白冰冰）,美食佳餚,冰品店,,121.56512067316469,25.060976699563493,吃的
冰冰蒟蒻（白冰冰）,美食佳餚,冰品店,,121.55384772295386,25.04473472589194,吃的
冰冰蒟蒻（白冰冰）,美食佳餚,冰品店,,121.5565212907658,25.056226718701655,吃的
峨眉冰果,美食佳餚,冰品店,,121.59275665308415,25.07981623254201,吃的
崴尼淇雅義大利冰淇淋(新光三越A11館信義店,美食佳餚,冰品店,,121.52627775231358,25.107063435362754,吃的
幸春三兄妹,美食佳餚,冰品店,,121.50483454398544,25.04268288467545,吃的
愛玉之夢遊仙草,美食佳餚,冰品店,,121.56262413447239,24.982034507329637,吃的
搖滾牛冰淇淋,美食佳餚,冰品店,,121.57649916835854,25.050645478606175,吃的
晴光泡泡冰,美食佳餚,冰品店,,121.51682405882154,25.116742660399556,吃的
晴光豆花坊,美食佳餚,冰品店,,121.53546461244424,25.012147741305036,吃的
木町日式抹茶冰品,美食佳餚,冰品店,,121.56696609005978,25.02695121998622,吃的
東南亞冰店,美食佳餚,冰品店,,121.55669804074802,25.051762935433622,吃的
桂香豆花,美食佳餚,冰品店,,121.52824194040655,25.06494744155017,吃的
龍泉冰果店,美食佳餚,冰品店,,121.55615696847838,24.99999658273924,吃的
天天冰專賣店,美食佳餚,冰品店,,121.54580801752012,25.079572748607642,吃的
愛戀冰棧,美食佳餚,冰品店,,121.52029572510338,25.054154201467227,吃的
CAPATINA,美食佳餚,冰品店,,121.54312540434157,25.0395224665141,吃的
秦老師豆漿店,美食佳餚,豆漿燒餅,,121.52679779832555,25.049994149535205,吃的
38巷豆漿店,美食佳餚,豆漿燒餅,,121.56229562377095,25.040545223280134,吃的
南港老張燒餅店,美食佳餚,豆漿燒餅,,121.55166853098783,25.025375114635906,吃的
四海豆漿,美食佳餚,豆漿燒餅,,121.51615583876256,25.057252195235236,吃的
四海豆漿大王,美食佳餚,豆漿燒餅,,121.5021772968887,25.036011033571707,吃的
成功豆漿大王,美食佳餚,豆漿燒餅,,121.56090124112673,25.037052176033153,吃的
文化豆漿豆花,美食佳餚,豆漿燒餅,,121.53044488093632,25.064021877088795,吃的
新台北豆漿,美食佳餚,豆漿燒餅,,121.54593674578192,25.056635874025773,吃的
永和四海豆漿,美食佳餚,豆漿燒餅,,121.51615583876256,25.057252195235236,吃的
永和四海豆漿,美食佳餚,豆漿燒餅,,121.522293186301,25.068321787310904,吃的
永和清粥豆漿大王,美食佳餚,豆漿燒餅,,121.55551634362463,25.00059884901908,吃的
永和豆漿,美食佳餚,豆漿燒餅,,121.52375458116613,25.08847972820329,吃的
永和豆漿(中坡店),美食佳餚,豆漿燒餅,,121.49813857751214,25.01958210275863,吃的
瑞客永和豆漿(信義店),美食佳餚,豆漿燒餅,,121.5238768087784,25.11910657912694,吃的
臧記小上海豆漿大王,美食佳餚,豆漿燒餅,,121.551881082272,25.044766311820513,吃的
豆漿,美食佳餚,豆漿燒餅,,121.48560567908704,25.13911601580583,吃的
鄭家燒餅,美食佳餚,豆漿燒餅,,121.55287563013621,25.03099699058399,吃的
劉家飯糰,美食佳餚,豆漿燒餅,,121.5748408335043,25.080361244051367,吃的
哈美式三明治專賣店,美食佳餚,早餐店,,121.56802364535726,25.059470646138234,吃的
加寶多食品有限公司,美食佳餚,早餐店,,121.56353347707427,25.048651818059064,吃的
暖暖食飲,美食佳餚,早餐店,,121.5038550623218,25.035167924687343,吃的
熊巴吐司(台北復興店),美食佳餚,早餐店,,121.49814842481048,25.129991151728593,吃的
茉莉漢堡,美食佳餚,早餐店,,121.49825123484769,25.12746324418952,吃的
"hi, 日楞Ryou Caf'e",美食佳餚,早餐店,,121.55955041065016,25.048497427334368,吃的
順超團膳有限公司,美食佳餚,早餐店,,121.61567411029053,25.068277208001597,吃的
右秀早午餐店,美食佳餚,早餐店,,121.53032568238069,25.06792181684826,吃的
吉是美食品商行,美食佳餚,早餐店,,121.55181995364687,25.0259754345745,吃的
福友樂早餐店,美食佳餚,早餐店,,121.58505911609052,25.038507767480024,吃的
雙印食品有限公司,美食佳餚,早餐店,,121.57746801823977,25.037993757545344,吃的
韓京行有限公司,美食佳餚,早餐店,,121.52792888149284,25.035489100376335,吃的
地熱谷小舖,美食佳餚,早餐店,,121.50607200613469,25.030605400607453,吃的
韓京行有限公司,美食佳餚,早餐店,,121.53012379508567,25.059893030349155,吃的
媽媽樂早餐屋,美食佳餚,早餐店,,121.55235000145015,25.036582228752856,吃的
早安美之城(南港店),美食佳餚,早餐店,,121.5179570109404,25.089041409673246,吃的
綠果思(永興店),美食佳餚,早餐店,,121.52861362948826,25.104939739200898,吃的
美而美早餐店(內湖環山店),美食佳餚,早餐店,,121.57318564590719,25.081210228400746,吃的
阿康營養小屋,美食佳餚,早餐店,,121.54224949743084,25.049366827896016,吃的
香傳養生早餐,美食佳餚,早餐店,,121.54224949743084,25.049366827896016,吃的
馬路口烘焙小鋪,美食佳餚,早餐店,,121.50619117689733,25.028703185428036,吃的
21世紀營養早餐,美食佳餚,早餐店,,121.52398473727906,25.088081429415357,吃的
292早餐午餐,美食佳餚,早餐店,,121.49730434681592,25.036841314632134,吃的
DANNY&PEGGY麥軒健康活力吧,美食佳餚,早餐店,,121.55501477919327,25.000878452874524,吃的
ELAS早餐吧,美食佳餚,早餐店,,121.57761345780578,25.04680431947802,吃的
一口粽,美食佳餚,早餐店,,121.51592395714715,25.110797854459637,吃的
三三豆漿,美食佳餚,早餐店,,121.52180867193594,25.02757253179297,吃的
三九早餐店,美食佳餚,早餐店,,121.49836482416283,25.127197131897915,吃的
上品早餐坊,美食佳餚,早餐店,,121.55509140613022,25.0008694187216,吃的
丘家蛋餅,美食佳餚,早餐店,,121.5441825930154,25.028312622698056,吃的
中式早餐店,美食佳餚,早餐店,,121.57416883620975,25.05034578208718,吃的
中西式早餐店,美食佳餚,早餐店,,121.56845903269299,25.04362938637551,吃的
中西早餐,美食佳餚,早餐店,,121.49718810889334,25.130009769294368,吃的
五條通早餐,美食佳餚,早餐店,,121.528188985569,25.064948379265353,吃的
佳醇早餐店,美食佳餚,早餐店,,121.553144736482,25.030861272380807,吃的
冬暖夏涼豆花甜品棉花糖(天母創始店),美食佳餚,早餐店,,121.55245553369377,25.037118925170898,吃的
劉媽媽飯糰,美食佳餚,早餐店,,121.57923531011797,25.038220389231803,吃的
勝口味大腸蚵仔麵線,美食佳餚,早餐店,,121.5267958151194,25.034568003524353,吃的
南京豆漿,美食佳餚,早餐店,,121.51448640432875,25.027137234388942,吃的
南北豆漿店,美食佳餚,早餐店,,121.52428834740296,25.04723224707154,吃的
原煮牛雜店,美食佳餚,早餐店,,121.52713158846272,25.05111129105041,吃的
古厝傳統美食,美食佳餚,早餐店,,121.56052519946898,25.028247079859636,吃的
台北市何家美食外送,美食佳餚,早餐店,,121.54225953837012,25.04736650657247,吃的
台北美食早餐吧,美食佳餚,早餐店,,121.54213164725978,25.0501028373908,吃的
台灣鄉土小吃,美食佳餚,早餐店,,121.56845607251049,25.059439596226767,吃的
台雞店複合式早餐,美食佳餚,早餐店,,121.46864700911551,25.128189434067036,吃的
向日癸早餐店,美食佳餚,早餐店,,121.49775480176244,25.03817085787285,吃的
向早午餐The Brunch,美食佳餚,早餐店,,121.55556377997235,25.023289611506076,吃的
味香美,美食佳餚,早餐店,,121.52963241510867,25.06475725055503,吃的
呷尚寶早餐店,美食佳餚,早餐店,,121.50765554469186,25.03617451707454,吃的
唐人街小吃店,美食佳餚,早餐店,,121.54267709174559,24.991406244036323,吃的
嘉盟國際商店,美食佳餚,早餐店,,121.53827365472091,25.045954107170708,吃的
四季陽光早餐店,美食佳餚,早餐店,,121.4960466829536,25.133378936449922,吃的
埼玉屋食品行,美食佳餚,早餐店,,121.57996019154467,25.050303846152946,吃的
堡之林早餐店,美食佳餚,早餐店,,121.5099768805459,25.090092146418527,吃的
多福豆花(士東店),美食佳餚,早餐店,,121.56759557569872,25.041256217286758,吃的
大姆指早餐吧,美食佳餚,早餐店,,121.52339116388856,25.096864382457774,吃的
大直豆槳店,美食佳餚,早餐店,,121.50138699508794,25.040119010834502,吃的
天雲扁食,美食佳餚,早餐店,,121.49824483913437,25.037349787633502,吃的
妙芳鄰美而美式早餐,美食佳餚,早餐店,,121.53034345585068,25.059205472435544,吃的
家家美式早餐店,美食佳餚,早餐店,,121.55516813130502,25.047718444201355,吃的
小北平餅粥,美食佳餚,早餐店,,121.51207768813144,25.076048524188607,吃的
小叮噹早餐店,美食佳餚,早餐店,,121.55658025876248,25.020070972875423,吃的
小池活力早餐,美食佳餚,早餐店,,121.50052672823541,25.03884137279569,吃的
小荳子早餐,美食佳餚,早餐店,,121.52815844369442,25.057856522097588,吃的
小蝸牛早餐店,美食佳餚,早餐店,,121.55292380723697,25.02040185429724,吃的
巨林美而美,美食佳餚,早餐店,,121.5225057642303,25.10490495867499,吃的
巨林美而美,美食佳餚,早餐店,,121.55065303129636,25.04441967709579,吃的
巨林美而美,美食佳餚,早餐店,,121.50433809559738,25.031899958994313,吃的
巨林美而美(台安店),美食佳餚,早餐店,,121.55700456775502,25.109039190852325,吃的
巨森早餐吧,美食佳餚,早餐店,,121.53283956308354,25.032262286855733,吃的
巨森早餐吧,美食佳餚,早餐店,,121.49814230261853,25.036907753659584,吃的
巨森早餐吧,美食佳餚,早餐店,,121.55823197701729,25.051735186165065,吃的
巨森早餐吧(向陽店),美食佳餚,早餐店,,121.60341298711214,25.056809457276437,吃的
拉亞漢堡 (北市東興店),美食佳餚,早餐店,,121.54226189339454,25.056561187279375,吃的
招財進飽早餐店,美食佳餚,早餐店,,121.49748690414692,25.037372694444027,吃的
早安早點,美食佳餚,早餐店,,121.5605952873929,24.988867602372565,吃的
早安美之城(瑞安店),美食佳餚,早餐店,,121.51556812030833,25.056533633587534,吃的
早安美芝城,美食佳餚,早餐店,,121.56802364535726,25.059470646138234,吃的
早安美芝城,美食佳餚,早餐店,,121.52372962571812,25.097200664363612,吃的
早安美芝城,美食佳餚,早餐店,,121.515959502462,25.071336122307617,吃的
早安美芝城(內湖德安分),美食佳餚,早餐店,,121.57927545685146,25.039326528436206,吃的
早安美芝城(南港福德店),美食佳餚,早餐店,,121.50226618315642,25.133163649708315,吃的
早餐三明治,美食佳餚,早餐店,,121.52909740593003,25.112632688888468,吃的
早餐屋MORNINGHOUSE,美食佳餚,早餐店,,121.57395095894542,24.99324416893811,吃的
早餐店杜老爺冰淇淋,美食佳餚,早餐店,,121.54976768467866,25.046870191797783,吃的
早點,美食佳餚,早餐店,,121.50621826522267,25.02857452371613,吃的
早點(五常店),美食佳餚,早餐店,,121.55318942895842,25.030755784539092,吃的
景福早餐,美食佳餚,早餐店,,121.49331366798744,25.027514738529607,吃的
東方美早餐店,美食佳餚,早餐店,,121.56554230712317,25.05059536861545,吃的
東方美早餐店,美食佳餚,早餐店,,121.51355670663558,25.114109168952158,吃的
永和豆漿,美食佳餚,早餐店,,121.49954535313776,25.038062696117603,吃的
永和豆漿,美食佳餚,早餐店,,121.52654616261106,25.04327306756572,吃的
永和豆漿國際連鎖、弘奇食品股份有限公司,美食佳餚,早餐店,,121.53048397922521,25.06510972630789,吃的
泰順豆漿,美食佳餚,早餐店,,121.52932762847868,25.03237341420828,吃的
活力早餐店,美食佳餚,早餐店,,121.55006210282646,25.026888071253964,吃的
活力食足有機養生Bar,美食佳餚,早餐店,,121.55256766150413,25.030577770704273,吃的
漢堡大師早餐店(重慶北店),美食佳餚,早餐店,,121.55352740571382,25.023695951100688,吃的
漢堡店,美食佳餚,早餐店,,121.55143836767436,25.033412906946964,吃的
牛小妹牛肉麵,美食佳餚,早餐店,,121.58554209421786,25.04144066979548,吃的
瑞麟美又美,美食佳餚,早餐店,,121.50409758316708,25.03886472797017,吃的
瑞麟美而美,美食佳餚,早餐店,,121.57619278374055,25.049511645786755,吃的
瑞麟美而美(吉林店),美食佳餚,早餐店,,121.53043655113682,25.06365265938076,吃的
